,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP4967,0.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.0,0.20493,2.85714,0.0,-0.2716,0.10811,0.05556,0.08258,0.0,-0.03819,-0.29444,0.0,0.0,1.16513,0.49809,0.0,0.0,-1.37739,-0.45,0.40743,0.18489,-0.5,-0.41626,0.02326,0.0,2.66836,-0.74074,-0.19606,0.49809,-0.43485,1.07632,-0.52849,-1.03002,0.42857,2.84394,0.0,0.0,0.0,-0.44068,0.40743,0.0,0.0,0.51168,0
DBAASP2215,-0.4,-0.51873,0.0,0.0,0.25128,0.0,0.0,0.74074,-1.70235,0.0,0.0,-0.40741,0.27027,-0.08333,-1.70272,0.0,-1.04194,1.16912,0.0,0.0,-0.20196,-0.232,0.0,2.22294,-0.15835,0.93462,-0.18977,0.79401,-1.0,1.38537,-1.77649,0.0,-0.67521,-0.74074,0.75408,-0.232,0.46103,-0.79307,0.24929,0.6497,-0.72527,0.60754,0.0,0.0,0.0,0.0678,690.92256,0.0,0.0,-0.59371,0
DBAASP1471,-0.4,0.20749,0.0,0.0,-0.46667,0.0,0.0,-0.7037,1.13301,0.0,0.0,-0.2716,-0.54054,-0.5,1.07175,0.0,0.4113,-0.76515,0.0,0.0,0.18556,0.49809,0.0,0.0,-0.94294,0.45,0.40743,-0.13634,900719925474099.0,0.64065,-1.42293,0.16667,0.76588,-0.18519,-0.19606,0.49809,-0.43485,0.45319,0.63818,-0.54534,-1.37143,0.96545,0.0,0.0,0.0,-1.76271,0.40743,0.0,0.0,0.79544,0
DBAASP4715,-0.06667,0.25936,0.08333,0.0,1.2,0.0,0.08333,0.2963,-1.19826,0.90909,0.0,-0.43875,0.13514,-0.5,-0.50538,0.625,0.55189,0.29749,0.0,0.0,-0.16319,-0.45452,0.0,3.82767,0.31859,1.15714,-0.37179,0.26751,643371375338643.0,0.71057,1.4779,0.1,0.47053,0.13228,0.98031,-0.45452,0.04051,-0.39654,-0.52849,-0.36279,0.85714,0.56252,0.09091,0.79289,1.0,0.50363,-0.37179,0.0,1.71429,0.67973,0
DBAASP1876,1.05455,-0.23941,0.0,0.0,-0.10769,0.0,0.0,0.37037,0.27498,0.0,0.0,0.0,0.81081,0.75,0.29412,0.0,0.45981,-1.21542,0.0,0.0,-0.22257,-0.232,0.09091,0.0,0.28054,-0.10385,-0.18977,-1.58622,0.0,0.14472,-0.65636,0.0,-0.35834,-0.22792,1.4579,-0.232,0.33305,0.95169,0.24929,0.53234,-0.26374,-0.746,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,0.4119,0
DBAASP5036,0.69091,-0.23941,0.0,0.0,-0.10769,0.0,0.0,0.92593,-0.09558,2.0,0.0,0.40741,0.7027,0.33333,-0.06204,0.0,0.12743,-0.52823,0.0,0.0,0.56937,-0.232,0.0,0.0,-0.30134,-0.10385,-0.18977,-2.51466,0.0,1.38537,-0.4528,0.0,-0.22941,-0.48433,0.40218,-0.232,-0.0509,0.07931,1.02707,0.93283,-0.72527,-0.18551,0.0,0.0,0.0,-0.27119,-0.18977,0.0,0.0,-0.74893,0
DBAASP134,0.74286,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,0.08285,3.33333,0.0,1.01852,-0.35135,0.125,0.05352,0.0,-0.85497,-0.48125,0.0,0.0,1.2313,0.768,0.0,0.0,-0.66094,-0.45,0.62821,-3.6006,0.0,0.73984,-0.39072,0.0,1.59714,-0.74074,0.36308,0.768,-0.43485,-0.79307,-0.52849,1.19045,-1.2381,1.66573,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,-1.17202,0
DBAASP1597,-0.4,1.03746,0.0,0.0,0.2,0.0,0.0,-1.2963,0.98289,0.0,0.0,0.0,-1.40541,0.33333,1.04978,0.0,0.15166,-0.91756,0.0,0.0,0.47346,1.36412,0.2,0.0,0.45018,0.19286,1.11583,0.05116,2573485501354570.0,-0.41626,0.21696,0.33333,-1.06706,0.37037,0.0,1.36412,0.51588,1.38788,-0.52849,-0.12754,-0.85714,-0.75369,0.0,0.0,0.0,-1.38499,1.11583,0.0,0.0,0.33778,0
DBAASP2780,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.1274,1.42857,0.0,-0.2716,-0.05405,1.16667,-0.00178,0.0,-0.90002,0.11634,0.0,0.0,-0.69452,0.49809,0.0,0.0,-0.32014,0.0,0.40743,0.60301,0.0,-0.41626,-1.08812,0.0,-1.13152,0.37037,3.92124,0.49809,-0.43485,1.07632,1.80484,-0.73284,0.42857,-1.01723,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.35487,0
DBAASP1852,0.0,0.69164,0.0,0.14286,0.31111,0.0,0.0,-0.14815,0.54352,0.0,0.0,0.51852,0.0,-0.04545,0.69801,0.83333,0.53426,-0.49025,0.0,0.0,-0.46382,0.0,0.1,0.0,0.04776,0.675,0.0,0.32756,750599937895083.0,0.40976,0.29245,0.125,0.09908,0.09259,-0.27231,0.0,-0.2962,-0.30842,0.34651,-0.2462,0.42857,0.55676,0.11111,0.0,0.0,1.39548,0.0,0.0,0.0,1.16746,0
DBAASP3737,0.26667,0.0,0.0,0.0,0.2,0.0,0.0,0.18519,0.23552,0.90909,0.0,-0.06268,0.43243,0.26923,0.16719,1.875,-0.43585,-0.29373,0.0,0.0,-1.30054,-0.45452,0.0,0.0,-0.0236,0.19286,-0.37179,-0.42789,0.0,0.61789,-0.05726,0.0,-0.12264,-0.10582,0.65354,-0.45452,0.15936,0.39654,0.17151,1.26189,0.0,-0.11046,0.0,0.0,0.0,-0.75545,-0.37179,0.0,0.0,-0.43553,0
DBAASP712,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.22222,-0.44417,0.0,0.0,0.40741,-0.2973,1.375,-0.37106,0.0,-0.24908,-0.33192,0.0,0.0,0.30891,0.768,0.0,0.0,0.45853,-0.45,0.62821,-1.50854,0.0,0.19837,-0.25308,0.0,-1.74132,-0.74074,0.36308,0.768,-0.43485,0.6609,-0.52849,0.21229,0.7619,-0.70174,0.0,0.0,0.0,0.29379,0.62821,0.0,0.0,-0.0277,0
DBAASP2575,0.69091,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.2963,-0.47241,0.0,0.0,0.40741,0.51351,0.75,-0.40109,1.42857,-0.68159,-0.22493,0.0,0.0,-0.2884,-0.232,0.0,0.0,0.40264,-0.45,-0.18977,-1.20878,0.0,-0.41626,-0.71612,0.0,-0.30761,-0.74074,2.51362,-0.232,-0.43485,-0.35688,0.24929,0.05882,-0.26374,-0.37338,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.91524,0
DBAASP3900,-0.4,0.59853,0.09091,0.0,0.96923,0.0,0.0,0.22222,0.98629,1.0,0.09091,-0.81481,0.24324,0.75,0.83972,0.0,0.68337,0.40985,0.0,0.0,0.29685,-0.232,0.0,0.0,-0.87521,0.58846,-0.18977,2.08116,692861481133922.0,-0.41626,0.39462,0.11111,-1.47774,0.19943,0.40218,-0.232,0.84498,1.38788,-0.52849,-0.20811,-1.64835,-0.84502,0.0,0.0,0.0,-0.61017,-0.18977,0.0,0.0,1.11948,0
DBAASP273,-0.4,-0.51873,0.0,0.0,-0.07778,0.0,0.0,-0.2963,-0.43062,0.0,0.0,0.51852,0.05405,-0.04545,-0.5873,0.0,0.29336,0.80412,0.0,0.0,-1.30349,0.0,0.0,1.26369,0.02181,0.675,0.0,-0.05674,1.0,0.11545,-2.12534,0.0,0.13205,-0.74074,2.77755,0.0,0.11974,-0.30842,1.22151,0.71793,0.42857,-0.0846,0.0,0.0,0.0,-0.80791,0.0,0.0,0.0,0.02063,0
DBAASP271,-0.4,-0.15562,0.0,0.0,0.93333,0.0,0.0,-0.81481,1.36009,0.0,0.0,0.2716,-1.05405,-0.5,1.20113,1.25,-1.19136,0.65468,0.0,0.0,-0.59082,0.49809,0.0,0.0,0.00204,0.45,0.40743,0.41872,0.0,0.25041,-0.91574,0.0,0.4045,0.37037,-0.19606,0.49809,0.89617,-0.79307,0.63818,1.16158,-0.17143,0.5451,0.0,0.0,0.0,-0.44068,0.40743,0.0,7.2,-1.35984,0
DBAASP3166,0.48889,0.47157,0.0,0.0,-0.46667,0.0,0.0,-0.2963,1.52137,0.0,0.11111,0.16296,0.0,0.0,1.5108,1.0,0.95267,-1.52803,0.0,0.0,-0.69502,0.24281,0.0,0.0,-0.09759,0.36818,0.19861,-0.46414,818836295885545.0,0.12033,-0.48533,0.0,-0.8837,0.06734,-0.23765,0.24281,-0.43485,1.38788,0.47151,-0.31307,-0.93506,-1.03728,0.0,0.0,0.0,0.96148,0.19861,0.0,0.0,0.80916,0
DBAASP4169,-0.06667,0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.25926,0.12821,0.0,0.0,-0.43875,-0.27027,-0.5,0.21245,1.875,-0.52164,-0.8559,0.0,1.57143,-0.04545,-0.45452,0.0,0.0,0.48982,-0.12857,-0.37179,-0.50439,643371375338643.0,0.50894,0.59299,0.0,-0.37459,0.37037,-0.32677,-0.45452,-0.43485,-0.39654,0.17151,-0.23196,0.0,-0.03513,0.0,0.0,0.5,-0.75545,-0.37179,0.0,0.0,-0.43883,0
DBAASP2913,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,0.24172,3.33333,0.0,-0.2037,-0.32432,0.75,0.23358,0.0,-0.30382,-0.95249,0.0,0.0,0.85486,0.768,0.0,0.0,-0.66959,-0.45,0.62821,-3.50664,0.0,-0.41626,-0.45161,0.0,0.02647,-0.74074,-0.14523,0.768,-0.43485,-0.06609,-0.52849,0.69283,0.09524,1.97086,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,-0.96876,0
DBAASP3648,-0.4,-0.51873,0.0,0.0,0.61026,0.0,0.0,0.92593,-2.23605,1.0,0.0,0.0,0.48649,-0.08333,-2.37597,0.0,-0.68036,1.12894,0.0,0.0,0.45969,-0.232,0.0,3.42045,0.13578,0.58846,-0.18977,1.11779,-1.0,1.38537,1.0686,0.0,-0.2869,-0.74074,0.75408,-0.232,0.46103,-0.79307,0.24929,0.56558,-0.72527,0.54138,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.00636,0
DBAASP2139,0.26667,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.07407,-0.26926,2.0,0.0,2.67725,-0.7027,0.21429,-0.14847,0.0,-1.64739,2.09807,0.0,0.0,2.40358,1.05537,0.0,0.0,0.48634,-0.45,0.86328,0.81046,0.0,0.33496,-0.72146,0.0,2.45417,-0.74074,1.062,1.05537,-0.43485,-0.79307,-0.52849,2.02242,0.42857,-0.24958,0.0,0.0,0.0,0.11017,0.86328,0.0,0.0,-1.64623,0
DBAASP2036,-0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-1.03704,0.65073,0.0,0.0,0.40741,-0.91892,-0.5,0.50131,0.0,-0.81909,0.42258,0.0,0.0,-0.78539,0.768,0.0,0.0,-2.02815,-0.45,0.62821,0.7484,1.0,-0.41626,0.47756,0.0,1.5918,-0.74074,1.3797,0.768,-0.43485,-0.79307,3.67151,1.13254,-0.57143,1.41791,0.0,0.0,0.0,-2.64407,0.62821,0.0,0.0,-0.6339,0
DBAASP2993,-0.4,0.59853,0.0,0.0,0.25128,0.0,0.0,-0.14815,-0.77197,0.0,0.0,0.81481,0.08108,-0.5,-0.72173,1.42857,0.0879,-0.8962,0.0,0.84615,-0.94389,-0.232,0.0,1.68103,2.45476,0.93462,-0.18977,0.05752,0.0,0.73496,0.36102,0.0,0.35357,0.19943,1.4579,-0.232,-0.0509,-0.35688,-0.52849,-0.00025,-0.26374,0.50292,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,0.13298,0
DBAASP109,0.04444,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.59259,-0.42973,0.0,0.0,-0.81481,-0.51351,0.0,-0.47783,1.0,-0.40801,-0.0728,0.0,0.0,-0.1518,0.24281,0.0,0.0,-0.72986,-0.45,0.19861,-0.72142,0.0,-0.41626,0.49702,0.0,0.23754,-0.74074,0.17824,0.24281,-0.43485,-0.79307,0.47151,-0.26949,-0.38961,0.01784,0.0,0.0,0.0,-1.44222,0.19861,0.0,0.0,-0.98819,0
DBAASP138,0.74286,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,0.00025,1.66667,0.0,0.40741,-0.35135,1.375,0.04721,0.0,-0.35374,0.57771,0.0,0.0,0.43282,0.768,0.0,0.0,-0.09011,-0.45,0.62821,-0.44899,0.0,0.1626,-0.39072,0.0,-3.13414,-0.74074,0.36308,0.768,-0.43485,0.6609,0.87151,1.19045,-0.57143,-2.08367,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,-0.24298,0
DBAASP4960,-0.4,0.20749,0.125,0.0,-0.0,0.0,0.0,-0.85185,0.14497,0.0,0.0,-0.81481,-0.62162,0.05556,-0.13974,0.0,-0.12374,0.12666,0.0,1.1,0.22391,0.49809,0.0,0.0,-0.53301,0.9,0.40743,0.87204,0.0,-0.41626,-3.12813,0.0,1.51852,-0.51852,-0.19606,0.49809,-0.26847,-0.16994,0.63818,-1.18929,-0.17143,1.62678,0.0,0.0,0.0,-0.88136,0.40743,0.0,0.0,0.52048,0
DBAASP71,-0.4,0.31922,0.0,0.0,0.61026,0.0,0.0,-0.18519,1.34106,0.0,0.0,-0.40741,-0.27027,-0.08333,1.16082,0.71429,-0.07082,0.67293,0.0,1.69231,0.13584,-0.232,0.0,0.0,-0.32839,0.24231,-0.18977,0.70197,692861481133922.0,-0.41626,-2.26171,0.0,-0.71595,0.2849,0.05027,-0.232,0.20506,-0.35688,1.02707,0.06883,-0.26374,-0.25149,0.0,1.45325,0.0,-1.62712,-0.18977,0.0,3.69231,0.01054,0
DBAASP682,0.93333,0.14147,0.0,0.0,0.38182,0.0,0.0,-0.33333,-0.48352,0.0,0.0,0.65185,0.05405,0.5,-0.38762,1.0,0.35909,-0.96745,0.0,0.0,-1.653,0.24281,0.0,0.0,1.19651,0.36818,0.19861,-1.08795,0.0,0.15285,-0.19239,0.0,0.09308,0.37037,-0.23765,0.24281,0.17016,0.84264,0.47151,0.133,0.15584,-0.12985,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,0.26897,0
DBAASP2815,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.32084,1.42857,0.0,0.2716,-0.05405,0.05556,0.29371,1.25,-0.31044,-0.34915,0.0,0.0,0.0161,0.49809,0.0,0.0,-1.29608,0.0,0.40743,-1.20232,0.0,-0.41626,-1.08812,0.0,1.59424,0.37037,3.92124,0.49809,-0.43485,-0.16994,0.63818,-0.73284,-1.37143,1.17751,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.21649,0
DBAASP1054,-0.4,1.49855,0.0,0.25,1.60741,0.0,0.14286,-0.88889,1.05586,0.0,0.14286,-0.81481,-1.2973,-0.5,1.03968,0.0,0.95245,0.41889,0.0,1.22222,0.45408,0.768,0.0,0.0,0.87278,1.05,0.62821,0.27156,1000799917193444.1,-0.41626,0.57139,0.2,-0.1513,0.12346,-0.14523,0.768,1.04406,1.38788,-0.52849,0.69773,0.09524,-0.46825,0.16667,1.58611,0.0,1.27307,0.62821,0.0,5.33333,1.2178,0
DBAASP4093,0.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.7037,-0.12603,0.0,0.0,1.14074,-1.27027,1.5,-0.08052,0.0,-0.35121,1.85391,0.0,0.0,0.17227,1.69986,0.0,0.0,0.81675,-0.45,1.39046,3.08726,1.0,0.0439,-0.50288,0.0,-2.73172,-0.74074,0.87139,1.69986,-0.43485,-0.79307,-0.52849,1.85611,1.42857,-1.27788,0.0,0.0,0.0,1.02825,1.39046,0.0,0.0,0.33507,0
DBAASP2755,0.48889,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.40741,-0.60739,0.0,0.0,2.60741,0.21622,0.5,-0.46602,2.0,-1.33366,1.20866,0.0,0.0,0.02577,0.24281,0.0,0.0,1.6055,-0.45,0.19861,0.15385,-1.0,-0.41626,-1.35046,0.0,0.57189,-0.74074,0.59413,0.24281,-0.43485,-0.79307,0.47151,1.29846,0.15584,0.31217,0.0,0.0,0.0,0.16025,0.19861,0.0,0.0,-1.42333,0
DBAASP4271,1.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.37037,0.30858,0.0,0.0,0.2716,0.10811,0.61111,0.34331,0.0,1.03267,-0.7485,0.0,0.0,-0.66115,0.49809,0.0,0.0,0.50604,-0.45,0.40743,-0.35453,0.0,0.09106,-0.52357,0.0,2.13381,-0.74074,3.00628,0.49809,-0.43485,0.45319,-0.52849,-0.12578,1.02857,1.39418,0.0,0.0,0.0,1.32203,0.40743,0.0,0.0,1.33961,0
DBAASP884,-0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.62963,-0.26547,0.0,0.0,2.24074,-0.32432,-0.5,-0.28948,0.0,-0.3175,1.17766,0.0,0.0,-1.58196,0.768,0.0,0.0,0.85544,-0.45,0.62821,0.73365,1.0,0.19837,-0.72896,0.0,1.83447,-0.74074,2.90462,0.768,-0.43485,-0.79307,3.67151,0.43876,-0.57143,1.89404,0.0,0.0,0.0,-1.17514,0.62821,0.0,0.0,-0.10402,0
DBAASP2698,1.6,0.08645,0.0,0.0,0.31111,0.0,0.0,-1.07407,-0.44169,0.0,0.0,0.16296,-1.51351,0.5,-0.25863,0.0,0.52692,-0.71338,0.0,0.0,1.16921,1.69986,0.0,0.0,-0.61675,1.05,1.39046,-1.90665,1.0,-0.41626,-2.354,0.0,1.79747,0.37037,0.10892,1.69986,1.22893,-0.79307,-0.52849,0.19004,0.42857,2.11451,0.0,0.0,0.0,-0.44068,1072.05708,0.0,0.0,-1.586,0
DBAASP250,0.93333,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.07407,-0.44579,4.0,0.0,1.97884,-0.7027,0.21429,-0.43632,0.0,-1.63114,0.36053,0.0,0.0,1.7794,1.05537,0.0,0.0,0.91262,-0.45,0.86328,-1.06602,0.0,0.33496,-0.43539,0.0,3.04451,-0.74074,-0.08169,1.05537,-0.43485,-0.79307,-0.52849,1.81376,-0.32143,0.99023,0.0,0.0,0.0,-0.44068,0.86328,0.0,0.0,-0.69192,0
DBAASP355,-0.4,0.25936,0.0,0.0,0.2,0.0,0.0,1.07407,0.10038,0.90909,0.0,-0.81481,0.67568,1.03846,0.12451,0.0,0.85932,0.84112,0.0,0.78571,0.89876,-0.45452,0.0,0.0,-0.52606,0.19286,-0.37179,1.02068,0.0,-0.41626,0.5959,0.0,-1.97887,-0.02646,-0.32677,-0.45452,0.51588,0.39654,-0.52849,-0.37907,-0.85714,-0.78521,0.0,0.60292,0.0,0.8184,-0.37179,0.0,1.71429,1.28517,0
DBAASP164,-0.4,2.38615,0.0,0.0,2.33333,0.0,0.33333,-1.92593,2.07584,0.0,0.33333,-0.81481,-2.24324,-0.5,1.63643,0.0,2.92037,-0.31459,0.0,0.0,0.43849,2.07122,0.0,0.0,0.48316,2.25,1.69423,0.2159,1801439850948198.0,-0.41626,1.72485,0.0,-0.42839,0.37037,0.26142,2.07122,0.89617,3.56884,-0.52849,1.04386,1.02857,-0.49736,0.0,0.0,0.0,-2.64407,1.69423,0.0,0.0,1.25027,0
DBAASP2838,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.49233,0.0,0.0,-0.81481,-0.02703,0.61111,0.62723,0.0,-0.29242,-0.01281,0.0,0.0,-0.30751,0.49809,0.0,0.0,-1.09326,0.0,0.40743,0.50787,0.0,-0.41626,-1.00781,0.0,0.93483,0.37037,3.92124,0.49809,-0.43485,1.69945,0.63818,-0.95953,-1.97143,0.18126,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,0.25225,0
DBAASP4896,0.0,0.69164,0.0,0.0,0.7,0.0,0.0,-0.44444,0.42841,0.0,0.0,-0.37037,-0.27027,0.40909,0.61328,2.5,-0.01212,-0.11742,0.0,1.83333,-0.2456,0.0,0.0,0.0,0.75373,0.3,0.0,-0.12178,0.0,-0.41626,0.06278,0.0,-0.46982,0.37037,-0.27231,0.0,0.81298,0.6609,0.34651,-0.18857,0.42857,-0.90744,0.0,0.0,0.0,0.29379,0.0,0.0,2.0,0.20911,0
DBAASP2391,-0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.81481,-0.51308,0.0,0.0,-0.81481,-0.56757,0.125,-0.51098,0.0,0.18878,0.6654,0.0,0.0,-0.66688,0.768,0.0,0.0,-0.11643,-0.45,0.62821,0.64883,0.0,0.19837,0.38614,0.0,0.55536,-0.74074,-0.14523,0.768,-0.43485,-0.79307,2.27151,-0.60616,-1.2381,0.16433,0.0,0.0,0.0,-0.6855,0.62821,0.0,0.0,0.40525,0
DBAASP1483,0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.74074,-0.02792,0.0,0.0,0.81481,-0.94595,0.33333,0.11495,0.0,-0.66475,-0.35015,0.0,0.0,0.37946,1.36412,0.0,0.0,1.15804,-0.45,1.11583,-1.72154,0.0,-0.06341,-0.69225,0.0,0.27937,-0.74074,0.0,1.36412,-0.43485,0.2974,-0.52849,0.94154,-0.85714,-0.30724,0.0,0.0,0.0,-0.12591,1.11583,0.0,0.0,0.11033,0
DBAASP3043,0.26667,0.51873,0.0,0.0,-0.13333,0.0,0.0,0.11111,0.09198,0.0,0.0,0.31339,0.51351,-0.11538,0.11149,1.25,0.05269,-0.90849,0.0,0.0,-0.62426,-0.45452,0.0,0.0,0.99638,0.83571,-0.37179,-0.40279,1.0,0.11545,0.35709,0.0,0.48808,-0.10582,-0.32677,-0.45452,0.15936,0.39654,0.17151,0.0265,0.42857,0.07534,0.0,0.0,0.0,0.18886,-0.37179,0.0,0.0,0.09657,0
DBAASP2352,-0.03636,0.31922,0.0,0.0,-0.10769,0.0,0.0,0.07407,-0.49048,0.0,0.0,0.81481,0.02703,-0.5,-0.59962,2.14286,-0.0585,-0.73115,0.0,1.69231,0.43338,-0.232,0.0,1.31975,1.58979,0.24231,-0.18977,-0.19865,0.0,-0.41626,0.03951,0.0,0.26079,0.19943,1.4579,-0.232,-0.0509,-0.35688,0.24929,-0.21375,-0.26374,0.32163,0.0,0.0,0.5,0.40678,-0.18977,0.0,0.0,-0.52066,0
DBAASP4536,-0.4,0.84293,0.0,0.0,-0.46667,0.0,0.0,-1.14815,0.85971,0.0,0.0,-0.1164,-1.21622,0.21429,0.98711,2.5,0.04696,-0.06004,0.0,0.0,-0.21224,1.05537,0.0,0.0,0.19328,0.675,0.86328,-0.15749,1125899906842624.0,-0.41626,0.93277,0.0,-0.17623,-0.0463,1.062,1.05537,-0.43485,0.07931,-0.52849,-0.8466,-1.07143,-0.92101,0.0,0.0,0.0,-1.54237,0.86328,0.0,0.0,0.20491,0
DBAASP4713,-0.4,0.5706,0.0,0.0,-0.0,0.0,0.0,-0.48148,0.64811,0.0,0.0,0.2716,-0.64865,-0.5,0.31476,1.25,-0.02217,-0.44871,0.0,0.0,-0.87693,0.49809,0.0,1.45757,-0.17154,0.9,0.40743,0.01272,900719925474099.0,0.90081,0.87556,0.0,-0.69115,0.14815,1.17637,0.49809,0.39704,0.45319,-0.52849,0.31703,-1.37143,-0.18938,0.0,0.0,0.0,-0.44068,0.40743,0.0,0.0,0.15571,0
DBAASP721,0.17143,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.33333,-0.56399,1.66667,0.0,2.85185,-0.45946,0.125,-0.56692,1.66667,-1.72044,1.80384,0.0,0.0,2.76453,0.768,0.0,0.0,1.2124,-0.45,0.62821,0.99749,0.0,-0.41626,-1.00452,0.0,1.77364,-0.74074,-0.14523,0.768,-0.43485,-0.79307,-0.52849,2.28216,0.7619,-0.05183,0.0,0.0,0.0,0.78343,0.62821,0.0,0.0,-1.42974,0
DBAASP2829,1.1,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.06017,0.0,0.0,-0.2716,-0.05405,1.16667,0.29371,1.25,-0.31044,-0.34915,0.0,0.0,-0.80496,0.49809,0.0,0.0,-0.75573,0.0,0.40743,-1.02316,0.0,-0.41626,-1.08812,0.0,-0.48189,0.37037,3.92124,0.49809,-0.43485,1.69945,0.63818,-0.73284,-0.77143,-0.76701,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.21649,0
DBAASP782,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.59259,-0.37475,0.0,0.0,0.40741,-0.48649,0.125,-0.27411,1.66667,-0.73056,-0.50486,0.0,0.0,-0.05207,0.768,0.0,0.0,0.70253,-0.45,0.62821,-1.64123,1.0,-0.41626,-0.88341,0.0,0.06741,-0.74074,1.3797,0.768,-0.43485,-0.06609,0.87151,-0.00446,0.09524,-0.15465,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,-0.7605,0
DBAASP2282,0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.48148,-0.06656,2.5,0.0,0.0,-0.91892,1.16667,0.00788,0.0,-1.56896,0.20213,0.0,0.0,1.23339,1.36412,0.0,0.0,-1.21335,-0.45,1.11583,-0.62489,0.5,-0.41626,0.02504,0.0,-1.91559,-0.74074,0.0,1.36412,-0.43485,1.38788,-0.52849,0.25578,-0.85714,0.09336,0.0,0.0,0.0,-0.75545,1.11583,0.0,0.0,-0.76082,0
DBAASP768,0.1,0.20749,0.0,0.0,-0.0,0.0,0.0,-0.66667,0.18337,0.0,0.0,-0.81481,-0.40541,1.16667,0.27885,1.25,1.19704,0.8474,0.0,0.0,-0.37857,0.49809,0.0,0.0,-0.43236,0.45,0.40743,1.36399,0.0,0.31545,0.44711,0.0,-0.84945,0.25926,-0.19606,0.49809,1.06255,-0.16994,-0.52849,-0.39142,1.02857,-1.66627,0.0,0.0,0.0,-0.88136,0.40743,0.0,0.0,1.46907,0
DBAASP352,0.4,-0.51873,0.0,0.0,0.2,0.0,0.0,-0.92593,0.2568,0.0,0.0,0.81481,-1.24324,1.16667,0.20628,0.0,-0.38625,0.85225,0.0,0.0,-1.1034,1.36412,0.0,0.0,0.14559,-0.45,1.11583,0.39691,0.0,-0.41626,0.11574,0.0,-2.00071,-0.74074,0.0,1.36412,0.2782,-0.79307,-0.52849,0.82315,0.0,-1.39497,0.0,0.0,0.0,-0.12591,1.11583,0.0,0.0,-1.51929,0
